m_auto,m_pers,p_sexe,p_age,p_permis,d_grhre,d_motif,d_mode1,d_orism,m_domsm,d_dessm
4.0,4.0,2.0,17.0,2.0,5.0,11.0,2.0,13,15,15
0.0,1.0,2.0,69.0,2.0,6.0,11.0,1.0,13,15,15
1.0,2.0,2.0,30.0,1.0,5.0,11.0,0.0,13,15,15
2.0,4.0,1.0,48.0,1.0,4.0,11.0,0.0,13,16,16
1.0,5.0,1.0,6.0,5.0,4.0,11.0,1.0,13,16,16
1.0,4.0,1.0,43.0,1.0,5.0,11.0,0.0,13,16,16
2.0,2.0,2.0,29.0,1.0,6.0,11.0,0.0,13,16,16
2.0,2.0,2.0,29.0,1.0,6.0,11.0,0.0,13,16,16
0.0,4.0,1.0,61.0,1.0,5.0,11.0,0.0,13,17,17
1.0,4.0,1.0,40.0,1.0,6.0,11.0,0.0,13,17,17
1.0,2.0,1.0,21.0,1.0,5.0,11.0,0.0,13,17,17
1.0,2.0,1.0,21.0,1.0,5.0,11.0,0.0,13,17,17
1.0,4.0,1.0,28.0,2.0,6.0,11.0,1.0,13,17,17
1.0,2.0,1.0,61.0,1.0,4.0,11.0,0.0,13,17,17
2.0,2.0,1.0,17.0,1.0,5.0,11.0,4.0,13,17,17
0.0,4.0,2.0,40.0,2.0,5.0,11.0,2.0,13,17,17
2.0,5.0,2.0,31.0,1.0,3.0,11.0,0.0,13,17,17
1.0,2.0,2.0,45.0,1.0,5.0,11.0,0.0,13,17,17
2.0,5.0,2.0,31.0,1.0,5.0,11.0,0.0,13,17,17
0.0,1.0,2.0,72.0,2.0,3.0,11.0,2.0,13,17,17
2.0,4.0,2.0,19.0,1.0,3.0,11.0,2.0,13,17,17
1.0,2.0,2.0,66.0,1.0,5.0,11.0,1.0,13,17,17
1.0,2.0,2.0,23.0,2.0,5.0,11.0,2.0,13,17,17
0.0,1.0,2.0,70.0,2.0,3.0,11.0,2.0,13,17,17
2.0,3.0,1.0,42.0,1.0,5.0,11.0,0.0,13,89,89
3.0,4.0,1.0,51.0,1.0,4.0,11.0,0.0,13,89,89
2.0,3.0,2.0,44.0,1.0,5.0,11.0,0.0,13,89,89
2.0,3.0,2.0,44.0,1.0,5.0,11.0,0.0,13,89,89
2.0,4.0,1.0,32.0,1.0,5.0,11.0,0.0,13,91,91
1.0,1.0,2.0,66.0,1.0,6.0,11.0,0.0,13,91,91
2.0,2.0,1.0,56.0,1.0,5.0,11.0,0.0,13,92,92
3.0,5.0,2.0,18.0,2.0,5.0,11.0,2.0,13,92,92
2.0,2.0,2.0,45.0,1.0,5.0,11.0,0.0,13,92,92
1.0,2.0,2.0,60.0,1.0,4.0,11.0,0.0,13,92,92
3.0,4.0,2.0,18.0,1.0,5.0,11.0,0.0,13,93,93
1.0,1.0,2.0,60.0,1.0,5.0,11.0,0.0,13,93,93
2.0,2.0,2.0,64.0,1.0,4.0,11.0,1.0,13,93,93
1.0,2.0,1.0,36.0,1.0,5.0,11.0,0.0,14,11,11
1.0,2.0,2.0,63.0,1.0,4.0,11.0,0.0,14,11,11
1.0,2.0,2.0,63.0,1.0,4.0,11.0,0.0,14,11,11
1.0,2.0,2.0,62.0,1.0,4.0,11.0,0.0,14,11,11
1.0,2.0,1.0,37.0,1.0,6.0,11.0,0.0,14,12,12
2.0,2.0,1.0,61.0,1.0,5.0,11.0,0.0,14,12,12
2.0,4.0,1.0,31.0,1.0,4.0,11.0,0.0,14,12,12
1.0,4.0,1.0,61.0,1.0,5.0,11.0,2.0,14,12,12
1.0,1.0,2.0,76.0,1.0,3.0,11.0,1.0,14,12,12
3.0,4.0,2.0,37.0,1.0,5.0,11.0,0.0,14,12,12
2.0,4.0,2.0,56.0,1.0,5.0,11.0,0.0,14,12,12
1.0,2.0,2.0,60.0,1.0,5.0,11.0,1.0,14,12,12
1.0,2.0,2.0,57.0,2.0,4.0,1.0,2.0,14,14,11
1.0,4.0,2.0,12.0,5.0,2.0,4.0,1.0,14,14,11
1.0,4.0,2.0,12.0,5.0,2.0,4.0,1.0,14,14,11
1.0,4.0,2.0,55.0,1.0,6.0,9.0,0.0,14,14,11
2.0,3.0,1.0,37.0,2.0,2.0,1.0,1.0,14,14,12
1.0,5.0,1.0,10.0,5.0,4.0,8.0,1.0,14,14,12
3.0,2.0,1.0,59.0,1.0,4.0,5.0,0.0,14,14,12
2.0,4.0,1.0,49.0,1.0,6.0,10.0,0.0,14,14,12
2.0,2.0,1.0,32.0,1.0,6.0,6.0,0.0,14,14,12
1.0,6.0,2.0,8.0,5.0,5.0,10.0,1.0,14,14,12
1.0,4.0,2.0,9.0,5.0,5.0,6.0,1.0,14,14,12
1.0,6.0,2.0,7.0,5.0,5.0,10.0,1.0,14,14,12
2.0,4.0,2.0,13.0,5.0,2.0,4.0,2.0,14,14,12
2.0,2.0,2.0,31.0,1.0,4.0,6.0,0.0,14,14,12
2.0,4.0,2.0,11.0,5.0,2.0,4.0,2.0,14,14,12
1.0,3.0,2.0,57.0,1.0,4.0,5.0,0.0,14,14,12
1.0,5.0,2.0,38.0,2.0,4.0,9.0,1.0,14,14,12
1.0,3.0,2.0,49.0,1.0,2.0,1.0,0.0,14,14,12
1.0,5.0,2.0,38.0,2.0,4.0,9.0,1.0,14,14,12
2.0,2.0,1.0,62.0,1.0,3.0,5.0,0.0,14,14,14
1.0,1.0,1.0,65.0,1.0,2.0,6.0,0.0,14,14,14
2.0,2.0,1.0,65.0,1.0,1.0,1.0,0.0,14,14,14
0.0,1.0,1.0,42.0,2.0,6.0,11.0,4.0,14,14,14
1.0,4.0,1.0,36.0,1.0,6.0,11.0,4.0,14,14,14
1.0,4.0,2.0,9.0,5.0,2.0,4.0,1.0,14,14,14
1.0,4.0,2.0,12.0,5.0,5.0,11.0,1.0,14,14,14
3.0,3.0,2.0,61.0,1.0,2.0,1.0,4.0,14,14,14
1.0,5.0,2.0,6.0,5.0,2.0,4.0,1.0,14,14,14
3.0,3.0,2.0,61.0,1.0,2.0,1.0,4.0,14,14,14
3.0,3.0,2.0,59.0,1.0,5.0,11.0,4.0,14,14,14
1.0,5.0,2.0,9.0,5.0,2.0,4.0,1.0,14,14,14
3.0,3.0,2.0,61.0,1.0,5.0,11.0,4.0,14,14,14
1.0,4.0,2.0,8.0,5.0,2.0,4.0,1.0,14,14,14
2.0,3.0,1.0,48.0,1.0,5.0,11.0,0.0,14,89,89
3.0,3.0,2.0,50.0,1.0,5.0,11.0,0.0,14,89,89
2.0,2.0,2.0,45.0,1.0,7.0,11.0,0.0,14,89,89
7.0,5.0,1.0,54.0,1.0,5.0,11.0,0.0,14,90,90
2.0,2.0,2.0,60.0,1.0,4.0,11.0,0.0,14,90,90
1.0,2.0,1.0,72.0,1.0,5.0,11.0,1.0,15,5,5
1.0,3.0,2.0,55.0,1.0,6.0,11.0,0.0,15,5,5
1.0,1.0,2.0,72.0,1.0,6.0,11.0,1.0,15,5,5
1.0,1.0,2.0,72.0,1.0,6.0,11.0,1.0,15,5,5
0.0,1.0,1.0,45.0,1.0,5.0,11.0,2.0,15,6,6
0.0,2.0,1.0,73.0,1.0,3.0,11.0,0.0,15,6,6
1.0,2.0,1.0,30.0,1.0,7.0,11.0,0.0,15,6,6
1.0,1.0,2.0,62.0,1.0,5.0,11.0,0.0,15,6,6
1.0,1.0,2.0,63.0,1.0,5.0,11.0,0.0,15,6,6
1.0,1.0,2.0,62.0,1.0,5.0,11.0,0.0,15,6,6
1.0,2.0,2.0,35.0,2.0,5.0,11.0,1.0,15,6,6
2.0,4.0,1.0,64.0,1.0,6.0,11.0,0.0,15,7,7
1.0,5.0,1.0,39.0,1.0,5.0,10.0,0.0,15,7,7
1.0,4.0,1.0,39.0,1.0,3.0,11.0,1.0,15,7,7
1.0,3.0,1.0,37.0,1.0,5.0,11.0,0.0,15,7,7
1.0,2.0,2.0,64.0,1.0,5.0,11.0,0.0,15,7,7
3.0,6.0,2.0,32.0,1.0,5.0,11.0,0.0,15,7,7
2.0,4.0,2.0,20.0,1.0,6.0,11.0,0.0,15,7,7
3.0,4.0,1.0,13.0,5.0,5.0,11.0,1.0,15,8,8
3.0,5.0,1.0,61.0,1.0,4.0,11.0,0.0,15,8,8
1.0,2.0,1.0,79.0,1.0,5.0,11.0,0.0,15,8,8
1.0,1.0,1.0,75.0,1.0,3.0,11.0,0.0,15,8,8
1.0,2.0,1.0,58.0,1.0,5.0,11.0,0.0,15,8,8
1.0,1.0,1.0,75.0,1.0,3.0,11.0,0.0,15,8,8
2.0,4.0,2.0,19.0,2.0,4.0,11.0,2.0,15,8,8
1.0,2.0,2.0,60.0,2.0,6.0,11.0,1.0,15,8,8
1.0,4.0,2.0,75.0,2.0,6.0,11.0,1.0,15,8,8
1.0,2.0,2.0,71.0,2.0,4.0,11.0,1.0,15,8,8
1.0,2.0,2.0,60.0,2.0,6.0,11.0,1.0,15,8,8
4.0,6.0,2.0,23.0,1.0,6.0,11.0,2.0,15,8,8
1.0,3.0,1.0,57.0,1.0,5.0,11.0,0.0,15,9,9
2.0,4.0,1.0,22.0,1.0,5.0,11.0,0.0,15,9,9
1.0,3.0,1.0,61.0,1.0,6.0,11.0,1.0,15,9,9
2.0,4.0,1.0,56.0,1.0,4.0,11.0,0.0,15,9,9
1.0,1.0,1.0,70.0,1.0,6.0,11.0,0.0,15,9,9
3.0,4.0,1.0,37.0,1.0,4.0,11.0,0.0,15,9,9
2.0,4.0,1.0,20.0,1.0,5.0,11.0,0.0,15,9,9
1.0,1.0,1.0,62.0,1.0,4.0,11.0,0.0,15,9,9
3.0,4.0,1.0,37.0,1.0,4.0,11.0,0.0,15,9,9
1.0,2.0,1.0,85.0,1.0,4.0,11.0,0.0,15,9,9
1.0,4.0,2.0,56.0,1.0,6.0,11.0,1.0,15,9,9
1.0,2.0,2.0,64.0,1.0,4.0,11.0,0.0,15,9,9
1.0,1.0,2.0,64.0,1.0,5.0,11.0,0.0,15,9,9
2.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,15,9,9
3.0,4.0,2.0,8.0,5.0,6.0,11.0,1.0,15,9,9
0.0,1.0,2.0,74.0,2.0,5.0,11.0,1.0,15,9,9
1.0,4.0,2.0,56.0,1.0,6.0,11.0,1.0,15,9,9
3.0,4.0,2.0,25.0,1.0,5.0,11.0,0.0,15,9,9
2.0,2.0,2.0,68.0,1.0,4.0,11.0,0.0,15,9,9
2.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,15,9,9
1.0,2.0,2.0,66.0,1.0,4.0,11.0,0.0,15,9,9
1.0,1.0,2.0,61.0,1.0,4.0,11.0,0.0,15,9,9
2.0,2.0,1.0,63.0,1.0,4.0,5.0,0.0,15,9,15
2.0,2.0,2.0,25.0,1.0,4.0,5.0,0.0,15,9,15
1.0,2.0,1.0,47.0,1.0,5.0,11.0,0.0,15,10,10
1.0,2.0,1.0,55.0,1.0,5.0,11.0,1.0,15,10,10
1.0,2.0,1.0,48.0,1.0,5.0,11.0,0.0,15,10,10
1.0,2.0,1.0,53.0,1.0,5.0,11.0,1.0,15,10,10
0.0,1.0,2.0,66.0,1.0,4.0,11.0,2.0,15,10,10
5.0,7.0,2.0,43.0,1.0,5.0,11.0,0.0,15,10,10
2.0,1.0,2.0,48.0,1.0,5.0,11.0,0.0,15,10,10
1.0,1.0,2.0,64.0,1.0,5.0,9.0,0.0,15,10,10
2.0,2.0,1.0,73.0,1.0,4.0,11.0,0.0,15,11,11
0.0,2.0,1.0,16.0,5.0,4.0,11.0,2.0,15,11,11
2.0,3.0,1.0,53.0,1.0,2.0,11.0,2.0,15,11,11
0.0,5.0,1.0,5.0,5.0,4.0,11.0,4.0,15,11,11
0.0,4.0,1.0,43.0,2.0,7.0,11.0,1.0,15,11,11
1.0,5.0,1.0,56.0,1.0,5.0,11.0,0.0,15,11,11
0.0,1.0,1.0,72.0,2.0,5.0,5.0,2.0,15,11,11
1.0,1.0,1.0,53.0,1.0,6.0,11.0,0.0,15,11,11
0.0,2.0,1.0,49.0,1.0,6.0,11.0,4.0,15,11,11
1.0,2.0,1.0,75.0,1.0,4.0,11.0,0.0,15,11,11
0.0,2.0,1.0,49.0,1.0,6.0,11.0,4.0,15,11,11
0.0,1.0,1.0,44.0,2.0,5.0,5.0,2.0,15,11,11
1.0,4.0,1.0,42.0,1.0,5.0,11.0,0.0,15,11,11
3.0,4.0,1.0,66.0,1.0,5.0,11.0,0.0,15,11,11
1.0,2.0,1.0,39.0,1.0,5.0,11.0,0.0,15,11,11
4.0,4.0,1.0,21.0,1.0,6.0,11.0,0.0,15,11,11
1.0,3.0,1.0,46.0,1.0,4.0,11.0,0.0,15,11,11
0.0,1.0,1.0,74.0,2.0,5.0,5.0,2.0,15,11,11
2.0,3.0,1.0,53.0,1.0,5.0,11.0,2.0,15,11,11
2.0,3.0,1.0,53.0,1.0,5.0,11.0,2.0,15,11,11
1.0,2.0,1.0,80.0,1.0,3.0,11.0,0.0,15,11,11
1.0,2.0,2.0,66.0,1.0,4.0,11.0,1.0,15,11,11
2.0,4.0,2.0,17.0,1.0,6.0,11.0,2.0,15,11,11
1.0,5.0,2.0,45.0,2.0,4.0,11.0,4.0,15,11,11
1.0,2.0,2.0,76.0,2.0,5.0,11.0,1.0,15,11,11
0.0,2.0,2.0,93.0,2.0,5.0,11.0,1.0,15,11,11
1.0,4.0,2.0,8.0,5.0,6.0,11.0,1.0,15,11,11
2.0,4.0,2.0,50.0,1.0,6.0,11.0,0.0,15,11,11
0.0,1.0,2.0,33.0,2.0,4.0,11.0,2.0,15,11,11
2.0,4.0,2.0,30.0,1.0,4.0,5.0,0.0,15,11,11
1.0,2.0,2.0,84.0,1.0,3.0,11.0,0.0,15,11,11
0.0,1.0,2.0,66.0,2.0,4.0,11.0,4.0,15,11,11
0.0,2.0,2.0,72.0,2.0,3.0,11.0,2.0,15,11,11
3.0,4.0,2.0,64.0,1.0,5.0,11.0,1.0,15,11,11
2.0,10.0,2.0,47.0,1.0,4.0,11.0,0.0,15,11,11
2.0,5.0,2.0,43.0,1.0,6.0,11.0,0.0,15,11,11
0.0,2.0,2.0,70.0,2.0,2.0,11.0,2.0,15,11,11
1.0,1.0,2.0,84.0,1.0,5.0,11.0,1.0,15,11,11
1.0,1.0,2.0,59.0,1.0,5.0,11.0,0.0,15,11,11
2.0,2.0,2.0,60.0,1.0,4.0,11.0,4.0,15,11,11
1.0,2.0,2.0,34.0,1.0,5.0,11.0,0.0,15,11,11
1.0,2.0,2.0,77.0,2.0,5.0,11.0,1.0,15,11,11
0.0,1.0,2.0,65.0,2.0,4.0,11.0,4.0,15,11,11
0.0,2.0,2.0,80.0,2.0,4.0,11.0,2.0,15,11,11
1.0,2.0,2.0,65.0,1.0,5.0,11.0,0.0,15,11,11
2.0,3.0,2.0,25.0,1.0,5.0,11.0,0.0,15,11,11
1.0,3.0,2.0,50.0,1.0,5.0,11.0,4.0,15,11,11
1.0,2.0,2.0,84.0,2.0,6.0,11.0,1.0,15,11,11
2.0,2.0,2.0,65.0,1.0,5.0,11.0,0.0,15,11,11
2.0,3.0,2.0,23.0,1.0,5.0,11.0,0.0,15,11,11
1.0,4.0,1.0,36.0,1.0,6.0,5.0,0.0,15,11,15
1.0,2.0,1.0,66.0,1.0,3.0,5.0,0.0,15,11,15
1.0,4.0,2.0,8.0,5.0,6.0,9.0,1.0,15,11,15
2.0,3.0,1.0,23.0,1.0,4.0,11.0,1.0,15,12,12
2.0,3.0,1.0,6.0,5.0,5.0,11.0,1.0,15,12,12
2.0,3.0,1.0,58.0,1.0,4.0,11.0,0.0,15,12,12
2.0,3.0,1.0,60.0,1.0,4.0,11.0,0.0,15,12,12
2.0,2.0,1.0,47.0,1.0,6.0,11.0,0.0,15,12,12
2.0,2.0,1.0,66.0,1.0,4.0,11.0,1.0,15,12,12
1.0,2.0,1.0,51.0,1.0,6.0,11.0,0.0,15,12,12
1.0,2.0,2.0,79.0,2.0,4.0,11.0,1.0,15,12,12
3.0,3.0,2.0,32.0,1.0,6.0,11.0,0.0,15,12,12
2.0,4.0,2.0,51.0,1.0,5.0,11.0,0.0,15,12,12
2.0,4.0,2.0,43.0,1.0,6.0,5.0,0.0,15,12,12
1.0,2.0,2.0,80.0,1.0,4.0,11.0,0.0,15,12,12
3.0,3.0,2.0,32.0,1.0,6.0,11.0,0.0,15,12,12
2.0,2.0,2.0,67.0,1.0,4.0,11.0,0.0,15,12,12
1.0,1.0,2.0,43.0,1.0,5.0,5.0,0.0,15,12,12
1.0,2.0,2.0,82.0,1.0,4.0,11.0,0.0,15,12,12
2.0,5.0,2.0,49.0,1.0,5.0,11.0,0.0,15,12,12
2.0,5.0,1.0,14.0,5.0,4.0,11.0,2.0,15,13,13
1.0,2.0,1.0,70.0,1.0,4.0,11.0,0.0,15,13,13
2.0,4.0,1.0,34.0,1.0,4.0,11.0,0.0,15,13,13
2.0,4.0,1.0,39.0,1.0,5.0,11.0,0.0,15,13,13
2.0,5.0,1.0,45.0,1.0,5.0,11.0,0.0,15,13,13
3.0,5.0,1.0,36.0,1.0,6.0,11.0,0.0,15,13,13
1.0,6.0,1.0,40.0,1.0,6.0,11.0,0.0,15,13,13
0.0,1.0,1.0,54.0,2.0,4.0,11.0,1.0,15,13,13
1.0,2.0,1.0,70.0,1.0,4.0,11.0,0.0,15,13,13
3.0,5.0,1.0,37.0,1.0,6.0,11.0,0.0,15,13,13
1.0,3.0,2.0,64.0,2.0,6.0,11.0,2.0,15,13,13
3.0,3.0,2.0,56.0,1.0,4.0,11.0,0.0,15,13,13
1.0,3.0,2.0,15.0,5.0,4.0,11.0,2.0,15,13,13
2.0,2.0,2.0,63.0,1.0,3.0,11.0,0.0,15,13,13
7.0,5.0,2.0,30.0,1.0,5.0,11.0,1.0,15,13,13
7.0,5.0,2.0,28.0,1.0,5.0,11.0,1.0,15,13,13
1.0,3.0,2.0,51.0,2.0,6.0,11.0,1.0,15,13,13
1.0,2.0,2.0,66.0,1.0,5.0,11.0,0.0,15,13,13
2.0,2.0,2.0,61.0,1.0,5.0,11.0,0.0,15,13,13
2.0,6.0,2.0,55.0,2.0,5.0,11.0,2.0,15,13,13
1.0,4.0,2.0,34.0,2.0,4.0,11.0,1.0,15,13,13
3.0,3.0,2.0,61.0,1.0,4.0,11.0,0.0,15,13,13
1.0,2.0,2.0,69.0,1.0,3.0,11.0,0.0,15,13,13
1.0,3.0,2.0,24.0,2.0,4.0,11.0,1.0,15,13,13
1.0,2.0,2.0,34.0,1.0,5.0,10.0,0.0,15,13,13
0.0,2.0,2.0,39.0,1.0,4.0,11.0,0.0,15,13,13
1.0,2.0,1.0,69.0,1.0,2.0,1.0,0.0,15,15,0
1.0,2.0,1.0,71.0,1.0,2.0,1.0,0.0,15,15,0
1.0,1.0,1.0,43.0,1.0,2.0,1.0,2.0,15,15,0
1.0,2.0,1.0,57.0,1.0,2.0,1.0,0.0,15,15,0
1.0,7.0,1.0,22.0,1.0,2.0,4.0,2.0,15,15,0
1.0,4.0,1.0,39.0,1.0,1.0,1.0,0.0,15,15,0
2.0,2.0,1.0,57.0,1.0,2.0,1.0,0.0,15,15,0
3.0,5.0,1.0,54.0,1.0,5.0,6.0,0.0,15,15,0
2.0,4.0,1.0,50.0,1.0,2.0,1.0,3.0,15,15,0
1.0,6.0,1.0,39.0,1.0,2.0,1.0,3.0,15,15,0
1.0,2.0,1.0,62.0,1.0,2.0,1.0,0.0,15,15,0
2.0,4.0,2.0,28.0,1.0,2.0,1.0,2.0,15,15,0
2.0,5.0,2.0,21.0,1.0,4.0,1.0,0.0,15,15,0
2.0,4.0,2.0,58.0,1.0,2.0,1.0,0.0,15,15,0
2.0,5.0,2.0,48.0,2.0,3.0,8.0,2.0,15,15,0
3.0,5.0,2.0,47.0,1.0,5.0,6.0,1.0,15,15,0
0.0,1.0,2.0,45.0,1.0,2.0,1.0,3.0,15,15,0
2.0,5.0,2.0,19.0,2.0,4.0,1.0,2.0,15,15,0
0.0,1.0,2.0,64.0,2.0,2.0,8.0,2.0,15,15,0
1.0,2.0,2.0,52.0,2.0,2.0,1.0,2.0,15,15,0
2.0,2.0,2.0,72.0,1.0,3.0,6.0,1.0,15,15,0
1.0,1.0,2.0,91.0,1.0,5.0,6.0,0.0,15,15,0
2.0,4.0,2.0,60.0,1.0,2.0,1.0,0.0,15,15,0
1.0,3.0,1.0,37.0,1.0,2.0,1.0,2.0,15,15,1
2.0,4.0,1.0,40.0,1.0,2.0,1.0,0.0,15,15,1
2.0,4.0,1.0,28.0,1.0,2.0,1.0,2.0,15,15,1
1.0,1.0,2.0,63.0,1.0,2.0,1.0,2.0,15,15,1
3.0,4.0,2.0,22.0,1.0,2.0,4.0,2.0,15,15,1
1.0,1.0,2.0,63.0,1.0,2.0,1.0,0.0,15,15,1
2.0,4.0,2.0,23.0,1.0,2.0,1.0,3.0,15,15,1
1.0,1.0,2.0,58.0,1.0,3.0,1.0,0.0,15,15,1
1.0,4.0,1.0,5.0,5.0,4.0,8.0,1.0,15,15,4
2.0,5.0,2.0,9.0,5.0,2.0,8.0,1.0,15,15,4
2.0,4.0,2.0,39.0,1.0,2.0,1.0,0.0,15,15,4
1.0,4.0,2.0,34.0,1.0,2.0,7.0,2.0,15,15,4
1.0,3.0,2.0,36.0,1.0,5.0,1.0,0.0,15,15,4
1.0,1.0,1.0,65.0,1.0,6.0,6.0,0.0,15,15,5
1.0,1.0,1.0,44.0,1.0,4.0,1.0,0.0,15,15,5
0.0,9.0,2.0,62.0,2.0,2.0,1.0,2.0,15,15,5
0.0,9.0,2.0,62.0,2.0,2.0,1.0,2.0,15,15,5
2.0,5.0,2.0,45.0,1.0,2.0,1.0,2.0,15,15,5
2.0,6.0,1.0,16.0,2.0,2.0,4.0,2.0,15,15,6
1.0,1.0,1.0,70.0,1.0,5.0,5.0,0.0,15,15,6
0.0,1.0,2.0,60.0,1.0,2.0,1.0,2.0,15,15,6
2.0,4.0,2.0,44.0,1.0,5.0,6.0,0.0,15,15,6
0.0,1.0,2.0,59.0,1.0,2.0,1.0,2.0,15,15,6
1.0,4.0,1.0,50.0,1.0,2.0,1.0,0.0,15,15,7
1.0,4.0,2.0,35.0,1.0,2.0,9.0,0.0,15,15,7
2.0,4.0,2.0,42.0,1.0,2.0,1.0,0.0,15,15,7
1.0,4.0,2.0,42.0,2.0,3.0,1.0,2.0,15,15,7
1.0,1.0,1.0,57.0,1.0,2.0,1.0,2.0,15,15,8
1.0,2.0,1.0,74.0,1.0,2.0,8.0,1.0,15,15,8
1.0,3.0,1.0,29.0,2.0,1.0,1.0,2.0,15,15,8
2.0,3.0,2.0,40.0,1.0,2.0,1.0,0.0,15,15,8
4.0,4.0,2.0,45.0,1.0,3.0,1.0,0.0,15,15,8
1.0,3.0,1.0,22.0,2.0,2.0,4.0,2.0,15,15,9
3.0,3.0,1.0,19.0,1.0,2.0,4.0,0.0,15,15,9
2.0,2.0,1.0,54.0,1.0,2.0,1.0,0.0,15,15,9
1.0,7.0,1.0,30.0,1.0,3.0,5.0,0.0,15,15,9
1.0,2.0,1.0,71.0,1.0,2.0,6.0,0.0,15,15,9
2.0,2.0,1.0,36.0,1.0,2.0,1.0,0.0,15,15,9
2.0,2.0,1.0,78.0,1.0,2.0,1.0,0.0,15,15,9
2.0,2.0,2.0,59.0,1.0,4.0,6.0,0.0,15,15,9
2.0,3.0,2.0,14.0,5.0,2.0,4.0,1.0,15,15,9
1.0,2.0,2.0,73.0,1.0,6.0,7.0,0.0,15,15,9
3.0,3.0,2.0,27.0,1.0,3.0,1.0,0.0,15,15,9
1.0,2.0,2.0,60.0,1.0,6.0,6.0,0.0,15,15,9
1.0,7.0,2.0,22.0,1.0,2.0,1.0,2.0,15,15,9
1.0,3.0,1.0,37.0,1.0,2.0,1.0,0.0,15,15,10
2.0,5.0,1.0,30.0,2.0,2.0,1.0,2.0,15,15,10
2.0,5.0,1.0,15.0,5.0,2.0,4.0,2.0,15,15,10
1.0,8.0,2.0,34.0,2.0,2.0,4.0,2.0,15,15,10
2.0,5.0,2.0,21.0,1.0,2.0,1.0,2.0,15,15,10
2.0,2.0,2.0,58.0,1.0,2.0,1.0,0.0,15,15,10
1.0,8.0,2.0,34.0,2.0,2.0,4.0,2.0,15,15,10
1.0,2.0,1.0,22.0,2.0,1.0,1.0,2.0,15,15,11
2.0,3.0,1.0,21.0,1.0,5.0,4.0,0.0,15,15,11
2.0,3.0,1.0,51.0,1.0,2.0,1.0,0.0,15,15,11
3.0,4.0,1.0,27.0,1.0,3.0,5.0,0.0,15,15,11
2.0,2.0,1.0,63.0,1.0,4.0,1.0,0.0,15,15,11
1.0,4.0,1.0,40.0,1.0,6.0,6.0,0.0,15,15,11
2.0,4.0,1.0,13.0,5.0,2.0,4.0,4.0,15,15,11
1.0,2.0,1.0,59.0,1.0,3.0,5.0,0.0,15,15,11
2.0,4.0,1.0,52.0,1.0,5.0,9.0,0.0,15,15,11
0.0,1.0,1.0,63.0,1.0,1.0,1.0,2.0,15,15,11
3.0,2.0,1.0,65.0,1.0,5.0,5.0,4.0,15,15,11
2.0,4.0,1.0,12.0,5.0,2.0,4.0,4.0,15,15,11
0.0,4.0,1.0,16.0,5.0,3.0,4.0,4.0,15,15,11
2.0,5.0,2.0,11.0,5.0,2.0,4.0,2.0,15,15,11
3.0,4.0,2.0,15.0,5.0,2.0,4.0,4.0,15,15,11
1.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,15,15,11
1.0,7.0,2.0,15.0,5.0,2.0,4.0,4.0,15,15,11
2.0,4.0,2.0,44.0,1.0,2.0,1.0,0.0,15,15,11
0.0,1.0,2.0,78.0,2.0,3.0,5.0,2.0,15,15,11
2.0,3.0,2.0,56.0,1.0,3.0,6.0,0.0,15,15,11
5.0,3.0,2.0,70.0,1.0,3.0,5.0,1.0,15,15,11
2.0,2.0,2.0,59.0,1.0,5.0,10.0,1.0,15,15,11
2.0,3.0,2.0,56.0,1.0,3.0,6.0,0.0,15,15,11
1.0,4.0,2.0,48.0,1.0,2.0,9.0,1.0,15,15,11
3.0,2.0,2.0,80.0,1.0,4.0,6.0,0.0,15,15,11
0.0,4.0,2.0,16.0,2.0,3.0,4.0,4.0,15,15,11
5.0,3.0,2.0,71.0,1.0,3.0,5.0,1.0,15,15,11
2.0,2.0,2.0,56.0,1.0,2.0,1.0,0.0,15,15,11
3.0,3.0,2.0,61.0,1.0,6.0,4.0,0.0,15,15,11
2.0,2.0,2.0,75.0,1.0,5.0,6.0,0.0,15,15,11
1.0,3.0,2.0,34.0,1.0,5.0,10.0,0.0,15,15,11
1.0,7.0,2.0,11.0,5.0,2.0,4.0,4.0,15,15,11
1.0,2.0,2.0,53.0,2.0,6.0,5.0,1.0,15,15,11
1.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,15,15,11
1.0,4.0,2.0,44.0,1.0,2.0,9.0,0.0,15,15,11
2.0,4.0,1.0,14.0,5.0,2.0,4.0,2.0,15,15,12
2.0,2.0,2.0,30.0,1.0,2.0,1.0,0.0,15,15,12
2.0,3.0,2.0,57.0,1.0,2.0,1.0,0.0,15,15,12
1.0,1.0,2.0,80.0,1.0,4.0,6.0,0.0,15,15,12
3.0,5.0,1.0,15.0,5.0,2.0,4.0,2.0,15,15,13
1.0,12.0,1.0,36.0,1.0,4.0,10.0,0.0,15,15,13
0.0,4.0,1.0,53.0,1.0,6.0,1.0,2.0,15,15,13
1.0,5.0,1.0,18.0,2.0,2.0,4.0,2.0,15,15,13
2.0,3.0,2.0,9.0,5.0,2.0,4.0,1.0,15,15,13
1.0,4.0,2.0,16.0,1.0,2.0,4.0,2.0,15,15,13
2.0,2.0,2.0,48.0,1.0,5.0,6.0,0.0,15,15,13
